link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/leah-shipman-ex-teacher-marries-student_us_5ba2aedde4b0c2784da44019,"Leah Shipman, Ex-Teacher, Marries North Carolina Student She Was Accused Of Having Sex With",CRIME,"The marriage became publicized now, because Shipman pleaded guilty to a lesser charge of resisting arrest last month, the",,2013-01-21
https://www.huffingtonpost.com/entry/baileigh-karam-reunited-parents-video-fight-facebook_us_5ba2b1efe4b0c2784da46fcb,Baileigh Karam Reunited With Parents Days After Video Of Fight Posted To Facebook,CRIME,"Karam vanished that day, although she exchanged text messages with her mother that said she wanted to be alone, KFMB reported",,2013-01-21
https://www.huffingtonpost.com/entry/cassandra-elfers-sex-abuse-student_us_5ba2b0c1e4b0c2784da46034,"Cassandra Elfers, Middle School Volleyball Coach, Charged With Sex Abuse Of Student",CRIME,Elfers' attorney Eric Deters told ABC 9 On Your Side that Elfers did not have sex with the student. He noted that Elfers,,2013-01-21
https://www.huffingtonpost.com/entry/kelly-suckla-kills-estranged-wife-kristi-suckla-birthday-party-daughter_us_5ba2bef8e4b0c2784da57880,Kelly Suckla Fatally Shot Estranged Wife Kristi Suckla And Self At Daughter's Sweet 16: Police,CRIME,"An argument turned the celebration into a tragedy as Kelly Suckla, 43, allegedly killed Kristi Suckla, 44, near the front",,2013-01-21
https://www.huffingtonpost.com/entry/assault-weapons-bans_us_5ba2bddee4b0c2784da5573d,"It's the Guns, Stupid!",CRIME,"Although we should applaud the president's and vice president's intention to throw the kitchen sink at gun violence, there is a real danger in a lack of laser focus on sweeping bans of all assault weaponry.","Michael J. Tansey, Ph.D., Contributor
Chicago clinical psychologist, author, teacher",2013-01-21
https://www.huffingtonpost.com/entry/christian-oberender-convicted-killer-gun-permit-arsenal-weapons_us_5ba2bd0ae4b0c2784da54fc9,"Christian Oberender, Convicted Killer, Gets Gun Permit And Buys Arsenal Of Weapons",CRIME,"""The BCA relies on entities in the criminal justice system to provide data on an individual which then populates the individual's",Cavan Sieczkowski,2013-01-21
https://www.huffingtonpost.com/entry/new-orleans-mlk-day-shooting_us_5ba2c521e4b0c2784da5fef4,MLK Day Shooting In New Orleans Breaks Out Moments After Parade Passes,CRIME,"Police expect to release surveillance footage of the incident. Five people suffered non-fatal injuries in the incident, according",,2013-01-21
https://www.huffingtonpost.com/entry/las-vegas-soccer-shooting-injures-2_us_5ba2ba62e4b0c2784da51cb0,Las Vegas Soccer Field Shooting Injures 2 Women,CRIME,"The women were being treated for non-life-threatening injuries, it added. A Las Vegas police spokesman did not immediately","Reuters, Reuters",2013-01-20
https://www.huffingtonpost.com/entry/mark-strong-sr-alexis-wright-zumba-prostitution_us_5ba2b251e4b0c2784da47f20,"Mark Strong Sr. Had Relationship With Alexis Wright, Business Partner In Zumba Prostitution Case",CRIME,Strong's remarks were broadcast the same day closed-door negotiations between his lawyers and prosecutors broke down without,,2013-01-19
https://www.huffingtonpost.com/entry/kerri-dalton-attacked-nj-bed-bath-beyond-tyrik-haynes_us_5ba2a59fe4b0c2784da3cf6c,"Kerri Dalton Attacked In N.J. Bed Bath & Beyond; Tyrik Haynes, Alleged Cat Torturer, Accused Of Attempted Murder",CRIME,"The cat, which Haynes allegedly purchased online, died on Christmas Eve in the woods. In April, Haynes turns 19, the N.J",,2013-01-19
https://www.huffingtonpost.com/entry/hundreds-of-animals-remov_us_5ba2be31e4b0c2784da55f17,"Animal Hoarding In Huber Heights: Pigeons, Chickens And Rabbits Rescued In Ohio (VIDEO)",CRIME,"Between 100 and 150 more pigeons, housed outside of the home, have not been removed. Jessica Garringer, spokeswoman for the","Reuters, Reuters",2013-01-19
https://www.huffingtonpost.com/entry/tina-alberson-guilty-dehydration-jonathan-james-death_us_5ba2c389e4b0c2784da5dce1,Tina Alberson Guilty Of Causing Stepson Jonathan James' Dehydration Death,CRIME,"The jury will return next week to decide a sentence of anywhere from five years to life behind bars, KTVT reported. If it",,2013-01-19
https://www.huffingtonpost.com/entry/safety-off_us_5ba2bfcfe4b0c2784da58ecc,Safety Off...,CRIME,,"David Trumble, Contributor
Contributor",2013-01-13
https://www.huffingtonpost.com/entry/james-holmes-preliminary-hearing_us_5ba2b420e4b0c2784da4ad48,James Holmes Preliminary Hearing: Aurora Movie Theater Shooting Suspect In Court This Week,CRIME,"The public will soon get its first look at the evidence against Aurora theater shooting suspect James Holmes. ""He was really",,2013-01-06
https://www.huffingtonpost.com/entry/aurora-hostage-situation_us_5ba2aee7e4b0c2784da44186,"Aurora Hostage Situation: Four Dead, Including Gunman, Following Shooting In Colorado, Police Say",CRIME,More from the Associated Press: Wright said she knew the gunman as Sonny Archuleta - a name used by police officers trying,,2013-01-05
https://www.huffingtonpost.com/entry/syrian-rape-and-chemical_us_5ba2a5a0e4b0c2784da3cf91,Rape Has a Purpose,CRIME,"Our attempts to pursue equality and opportunity are inhibited, not only by actual rape, but by people's malevolent tolerance for it. Rape is useful, even the rape of boys and men: it sustains a system that rewards physical dominance and sustains male hegemony.","Soraya Chemaly, Contributor
Writer",2013-01-05
https://www.huffingtonpost.com/entry/jodi-arias-crime-scene-photos_us_5ba2bf1de4b0c2784da57bc4,Jodi Arias Crime Scene Photos (GRAPHIC),CRIME,"MORE PHOTOS: Arias has pleaded not guilty to murder, claiming she killed Alexander in self-defense. If convicted, she faces",David Lohr,2013-01-05
https://www.huffingtonpost.com/entry/steubenville-rape-protests_us_5ba2c37fe4b0c2784da5db03,Steubenville Rape Case: Ohio Sheriff Confronts Protesters,CRIME,"""I'm not going to stand here and try to convince you that I'm not the bad guy,"" he said to a chorus of boos. ""You've already","Reuters, Reuters",2013-01-05
https://www.huffingtonpost.com/entry/lead-violent-crime-kevin-drum_us_5ba2c2b2e4b0c2784da5d3c2,"Lead Causes Violent Crime, Research Says",CRIME,"Exposure to lead has also been shown to damage brain function. ""Ten years ago it was an intriguing idea, but the evidence",Simon McCormack,2013-01-05
https://www.huffingtonpost.com/entry/100m-newtown-shooting-lawsuit-dropped_us_5ba29e73e4b0c2784da38f01,Newtown Shooting Lawsuit: $100M Claim Against Connecticut In School Shooting Is Dropped,CRIME,"Pinsky said last week he was approached by the child's parents within a week of the shooting. The survivor, referred to as","Reuters, Reuters",2013-01-01
https://www.huffingtonpost.com/entry/sacramento-new-years-eve-shooting_us_5ba2ba06e4b0c2784da5165e,Sacramento New Year's Eve Shooting: 2 Killed In Violence After Fireworks,CRIME,"Police arrested a 22-year-old suspect who allegedly opened fire during an argument inside a bar in Old Sacramento, CBS reported",,2013-01-01
https://www.huffingtonpost.com/entry/new-years-homicide_us_5ba2b4b1e4b0c2784da4c0a7,No Shortage Of Gun Violence At Start Of New Year,CRIME,Several slayings marred the New Year's revelry in many of the nation's cities. The count of the dead has not yet been fully,David Lohr,2013-01-01
https://www.huffingtonpost.comhttp://www.nypost.com/p/news/national/comfort_and_joy_in_newtown_OS49QouwOyrNryLRuyKk4M,Newtown Christmas Pageant Goes On Without Two Of Its Children,CRIME,"One by one, the minivans rolled into the parking lot, booster seats in the back filled with bright-eyed, eager children. The",,2012-12-25
https://www.huffingtonpost.com/entry/army-soldier-found-dead-i_us_5ba2b223e4b0c2784da4765d,Army Soldier Found Dead In Barracks On Alaska Military Base,CRIME,"The soldier appeared to have died from a gunshot wound, according to the three-sentence statement (PDF) from Lt. Col. William","Alaska Dispatch News, Contributor
Alaska's best news and opinion",2012-12-25
https://www.huffingtonpost.comhttp://www.cnn.com/2012/12/24/us/new-york-shooting-victim/index.html?hpt=hp_c1,"Michael Chiapperini, Webster Volunteer Shot Dead On Christmas Eve, Was 'Firefighter Of The Year'",CRIME,But authorities say there's no doubt about the quality of the people he killed on Christmas Eve. A gunman -- later identified,,2012-12-25
https://www.huffingtonpost.com/entry/firefighters-shot-webster-fire_us_5ba2b0c1e4b0c2784da4606f,"4 Firefighters Shot, 2 Killed At Webster, New York Fire Scene; Shooter Dead (UPDATE)",CRIME,"Police secured the area by 10 a.m. and firefighters started combating the blaze, which spread to four houses, according to",Andy Campbell,2012-12-24
https://www.huffingtonpost.com/entry/webster-shooting-audio-tape-firefighters-responding-new-york-fire-released_us_5ba2bf41e4b0c2784da57fcf,Webster Shooting: Audio Tape Of Firefighters Responding To New York Shooting Scene Released (AUDIO),CRIME,"The shooter has been identified as William Spengler, 62, a convicted murderer, who spent 17 years in prison for killing his",,2012-12-24
https://www.huffingtonpost.com/entry/consider-the-messenger_us_5ba2ac92e4b0c2784da41711,Consider the Messenger,CRIME,"I'm not sure why, but I expected more from the NRA on Friday. I anticipated a more conciliatory attitude, a more constructive tone. I thought maybe, finally, the NRA would consider reasonable measures to limit the number and type of guns that find their way into the hands of dangerous people.","Wendy Fontaine, Contributor
mother, writer, yogini",2012-12-23
https://www.huffingtonpost.com/entry/ryan-lanza-mourns-newtown-shooter-brother-adam-mother-victim_us_5ba2ac82e4b0c2784da4146a,"Ryan Lanza Facebook Chat A Hoax, Says Lanza Family (UPDATED)",CRIME,"Editor's Note: A story that originally ran here about Ryan Lanza has been removed. Lanza, whose brother Adam was identified",,2012-12-23
https://www.huffingtonpost.com/entry/nra-chief-struggles-to-li_us_5ba2b202e4b0c2784da471b5,NRA Chief Struggles to Live With Himself,CRIME,"National Rifle Association Executive Vice President Wayne LaPierre admitted he has ""been feeling a strange and vague sense of responsibility, and having trouble sleeping through the night.""","Ian Squires, Contributor
5'11""",2012-12-23
https://www.huffingtonpost.com/entry/postal-its-not-really-abo_us_5ba2b4bae4b0c2784da4c29a,Postal: It's Not (Really) About the Guns,CRIME,"Much like slave rebellions, mass shootings aren't rational acts, but personal mutinies against a society that doesn't make sense, a culture in which people feel alienated and alone.","Daniel Luzer, Contributor
Governing news editor",2012-12-23
https://www.huffingtonpost.com/entry/stun-gun-stories_us_5ba2b625e4b0c2784da4da0d,Top 10 Stun Gun Stories Of 2012: (GRAPHIC VIDEOS),CRIME,"There were no shortage of surprising, headline-grabbing stun gun stories in 2012. Whether they were alleged jaywalkers, small",,2012-12-23
https://www.huffingtonpost.com/entry/newtown-victim-funerals-saturday_us_5ba2a59ce4b0c2784da3cf24,"Newtown Victim Funerals: Services Josephine Grace, Ana Marquez-Greene, Emilie Parker On Saturday",CRIME,"A grieving community will lay the final victims of the Sandy Hook shooting to rest this weekend. Josephine ""Joey"" Grace Gay",,2012-12-22
https://www.huffingtonpost.com/entry/archie-bunker-on-gun-control_us_5ba2b4cfe4b0c2784da4c65c,Archie Bunker on Gun Control,CRIME,"With everyone in our world talking about guns and America, I woke up this morning to find an All in the Family clip on YouTube that we produced over 30 years ago that has Archie Bunker on a local news channel doing an editorial on gun control.","Norman Lear, Contributor
Founder, People for the American Way",2012-12-22
https://www.huffingtonpost.comhttp://online.wsj.com/article/SB10001424127887324731304578193890846892734.html,School Gunman's Downward Spiral,CRIME,"After Christmas 2010, Adam Lanza had no contact with his older brother, Ryan, who had moved away for a job in New York City",,2012-12-22
https://www.huffingtonpost.com/entry/sonia-blanchette-children_us_5ba2b435e4b0c2784da4af81,Sonia Blanchette Accused Of Killing Children: Funeral Held For Kids Allegedly Killed By Mom,CRIME,"Authorities are still investigating the circumstances of the children's death. ""She frequently told me, 'I can't wait to",,2012-12-09
https://www.huffingtonpost.com/entry/luis-trinidad-found_us_5ba2b548e4b0c2784da4ceca,"Luis Trinidad, Toddler, Found In Car Allegedly Stolen By Devon Mills, Connecticut Police Say",CRIME,Mills allegedly told cops he swiped the car to teach the boy's father that he shouldn't leave his child unattended. Mills,,2012-12-09
https://www.huffingtonpost.com/entry/timothy-taylor-shequita-cade-georgia-daughter-fight_us_5ba2c387e4b0c2784da5dc86,"Timothy Taylor, Shequita Cade, Georgia Parents, Allegedly Encouraged Daughter To Fight (VIDEO)",CRIME,READ MORE at WSBTV.com Two parents face criminal charges for allegedly encouraging their daughter to fight in a bus stop,,2012-12-09
https://www.huffingtonpost.com/entry/robert-caravella-carol-hann_us_5ba2a853e4b0c2784da3e47f,"Robert Caravella, Carol Hann Convicted Of Making Their 8-Year-Old Son Have Sex With His Mother",CRIME,"The Times Tribune reports that the boy testified on Thursday in Luzerne County, Penn. Court, that, when he was 7, his dad",,2012-12-08
https://www.huffingtonpost.com/entry/horrors-of-methamphetamin-rehabscom-photos_us_5ba2a47ae4b0c2784da3c179,Horrors Of Methamphetamines By Rehabs.com Shows Faces Ravaged By Alleged Drug Abuse (PHOTOS),CRIME,"""Adolescents are egocentric and they say it's not going to happen to me,"" Cimini said to HufPost. ""Ads such as this when",Michael McLaughlin,2012-12-08
https://www.huffingtonpost.com/entry/elizabeth-johnson-sentence-gabriel-johnson_us_5ba2be8fe4b0c2784da568b5,"Elizabeth Johnson, Mother Of Missing Baby Gabriel Johnson, Sentenced To 5 Years",CRIME,"Gabriel was last seen on Dec. 26, 2009, according to police. Johnson, 26, and McQueary shared joint custody. On Dec. 27, the",David Lohr,2012-12-08
https://www.huffingtonpost.com/entry/beth-dickison-richards-gregory-lawrence-poison-tuna-sandwich_us_5ba2b4b7e4b0c2784da4c245,Beth Dickison Richards Allegedly Poisons Husband Gregory Lawrence Richards' Tuna Sandwich,CRIME,She was also charged with possession of cannabis and possession of drug paraphernalia. Florida mail carrier Beth Dickison,,2012-12-02
https://www.huffingtonpost.com/entry/christopher-franklin-weaver-released-jail-inmate-robs-bank_us_5ba2befbe4b0c2784da578fb,Christopher Franklin Weaver Robs Bank Immediately After Release From Jail: Cops,CRIME,"He is now back in jail. Weaver walked out the door of the prison at about 11 a.m. on Thursday, headed to a bank a mile away",,2012-12-02
https://www.huffingtonpost.com/entry/robert-fryer-raped-girlfriend_us_5ba2c210e4b0c2784da5c0ad,"Robert Fryer Raped Girlfriend Naomi Hampson As She Slept, Took Photos",CRIME,"Fryer boasted to a friend about his acts in 2011, the Nottingham Post reported. The friend thought Fryer was joking, but",,2012-12-02
https://www.huffingtonpost.com/entry/man-tries-to-break-into-judges-office-twice-video_us_5ba2a686e4b0c2784da3d6ef,Man Tries To Break Into Judge's Office Twice (VIDEO),CRIME,State Superior Court Judge Correale Stevens jokes that he can't understand why someone would want to break into his office,Hilary Hanson,2012-12-01
https://www.huffingtonpost.com/entry/todd-hoffner-child-porn-charges-dropped-football-coach_us_5ba2b0cfe4b0c2784da461cf,"Todd Hoffner, Minnesota College Football Coach, Cleared Of Child Porn Charges",CRIME,"Just because charges have been dropped, however, doesn't mean Hoffner automatically gets his job back. University spokesman",,2012-12-01
https://www.huffingtonpost.com/entry/crystal-morrison-missing_us_5ba2a2f1e4b0c2784da3b0a5,"Crystal Morrison Case: After100 Days, Family Of Missing Mom Refuses To Give Up Hope",CRIME,"The disappearance of the mother of one remains a mystery, and as the holidays approach, her family finds the prospect of",David Lohr,2012-12-01
https://www.huffingtonpost.com/entry/li-hao-chinese-man-sex-slaves-dungeon-sentenced-death_us_5ba2c7dde4b0c2784da643c3,"Li Hao, Chinese Man Who Kept Sex Slaves In Homemade Dungeon, Sentenced To Death",CRIME,"The women, who had worked at nightclubs, karaoke bars and salons in the nearby area, were held for periods between two and",,2012-12-01
https://www.huffingtonpost.com/entry/adam-maguire-assault_us_5ba2c862e4b0c2784da65538,Adam Maguire Allegedly Burned Children With Cigarette To Teach Them To Meditate,CRIME,A 28-year-old man from Maine allegedly burned two children with a lit cigarette in an attempt to teach them how to meditate,,2012-12-01
https://www.huffingtonpost.com/entry/karl-karlsen-arrested-murder-son-levi-karlsen_us_5ba2b500e4b0c2784da4c936,Karl Karlsen Arrested For Allegedly Murdering Son Levi Karlsen In 2008 In New York,CRIME,"Police in upstate New York arrested Karl Karlsen on Friday following a probe into his 23-year-old son's 2008 death, the Syracuse",,2012-11-25
https://www.huffingtonpost.com/entry/marshall-giles-jr-arrested-kill-father-texas_us_5ba2c830e4b0c2784da64fe4,Marshall Giles Jr. Arrested For Allegedly Killing Father With Ax In Texas,CRIME,Police arrested a 19-year-old who allegedly attacked his sleeping father with an ax in their Texas home on Wednesday. Police,,2012-11-24
https://www.huffingtonpost.com/entry/newborn-remains-found-in-maryland-attic_us_5ba2b46ee4b0c2784da4b79f,"Newborn Remains Found In Attic Of La Plata, Maryland Home",CRIME,"The remains, which were stuffed inside a suitcase, were transported to the Chief Medical Examiner's office in Baltimore for",,2012-11-23
https://www.huffingtonpost.com/entry/stephanie-fletcher-teacher-sex_us_5ba2be30e4b0c2784da55ef3,"Stephanie Fletcher, Former Walton, N.Y. Teacher, Accused Of Having Sex With Students During Class Breaks",CRIME,"Both victims told police that Fletcher texted them naked and half-clothed photos of herself, and often performed oral sex",,2012-11-23
https://www.huffingtonpost.com/entry/black-friday-walmart-shooting_us_5ba2bef8e4b0c2784da5784b,Black Friday 2012 Walmart Shooting: 2 Shot Outside Tallahassee Retail Location,CRIME,"Police say officers responded to the shooting shortly after noon on Black Friday, one of the busiest shopping days of the",,2012-11-23
https://www.huffingtonpost.com/entry/frederick-hengl-pleads-not-guilty_us_5ba2bc00e4b0c2784da53a36,"Frederick Hengl Pleads Not Guilty To Killing, Cooking Wife",CRIME,It's believed Faris was killed sometime in November. Authorities have not yet determined how she died. Frederick Hengl looked,David Moye,2012-11-22
https://www.huffingtonpost.com/entry/cassidy-goodson-14-year-old-mom-kill-newborn_us_5ba2b321e4b0c2784da49a7a,"Cassidy Goodson, 14-Year-Old Mom, Describes Killing Her Newborn In Video Reenactment",CRIME,"It took about one minute for her child's breath to cease, Goodson said. ""Its eyes weren’t open but I felt to see if it was",,2012-11-18
https://www.huffingtonpost.com/entry/coty-beavers-murder-houston-gelareh-bagherzadeh_us_5ba2c589e4b0c2784da60547,Coty Beavers Murder: Houston Police Look For Link To Gelareh Bagherzadeh's Killing,CRIME,"The Harris County Sheriff's office hasn't established a connection between the slayings, but is looking for leads, an official",,2012-11-18
https://www.huffingtonpost.com/entry/fbi-fires-shots-raids-emory-hughley_us_5ba2a4c3e4b0c2784da3c4a0,FBI Fires Shots During Raid Of Maryland Home Of Emory Hughley,CRIME,It's unclear what led them to believe she had a weapon. It's believed that one agent fired multiple times at the teen in,,2012-11-17
https://www.huffingtonpost.com/entry/jeffrey-pyne-trial-911-calls_us_5ba2b502e4b0c2784da4c9a4,Jeffrey Pyne Trial: 911 Calls About Death Of Ruth Pyne Played For Jury,CRIME,"Jeffrey Pyne, now 22, stands accused of killing his mother by stabbing her 16 times in the neck and hitting her repeatedly",Michael McLaughlin,2012-11-17
https://www.huffingtonpost.com/entry/leonel-contreras-guilty_us_5ba2a8d3e4b0c2784da3eb19,"Leonel Contreras Guilty: California Teen Convicted Of Raping, Kidnapping Girls",CRIME,"Leonel Contreras was tried as an adult and will be sentenced Dec. 5, according to KFMB. Rodriguez's lawyer, Dana Feuling",,2012-11-04
https://www.huffingtonpost.com/entry/jay-connolly-robs-woman-bailed-out-jail_us_5ba2a9f0e4b0c2784da3f104,Jay Connolly Allegedly Robs Woman Who Bailed Him Out Of Jail,CRIME,Officials say it took about two hours for the woman to free herself from the laces. Police located Connolly and Dean at a,,2012-10-30
https://www.huffingtonpost.com/entry/lisa-holley-idaho_us_5ba2ba09e4b0c2784da5173e,"Lisa Holley, Allegedly Faked Daughter's Cancer And Pregnancy",CRIME,"According to The Associated Press, the teenage girl does not have cancer and lives with relatives in Seattle. An Idaho woman",David Lohr,2012-10-30
https://www.huffingtonpost.com/entry/cesar-ruiz-rum_us_5ba2ba75e4b0c2784da51f23,"Cesar Ruiz, Father, Accused Of Pouring Rum Into Baby Son's Feeding Tube",CRIME,"At first, Ruiz denied the accusations when confronted by deputies, but he then allegedly admitted he took an empty feeding",,2012-10-30
https://www.huffingtonpost.com/entry/hurricane-sandy-looters-broadcast-plans-on-twitter_us_5ba2be41e4b0c2784da5615e,"Hurricane Sandy Looting: Some Users Broadcast Plans On Twitter, Authorities Put On Alert",CRIME,"On Monday in Philadelphia, a man rescued from a collapsed building was suspected of looting, according to NBC Philadelphia",Meredith Bennett-Smith,2012-10-30
https://www.huffingtonpost.com/entry/john-thompson-sexually-assault-girl-sues-victim_us_5ba2c463e4b0c2784da5eec1,"John Thompson Sexually Assaults 7-Year-Old Girl, Says She Forced Him To Do It",CRIME,"The former brewery employee claimed that the young child ""flirted"" with him before pushing him down and forcing her tongue",,2012-10-30
https://www.huffingtonpost.com/entry/jason-chidgey-landlord-hid-body_us_5ba2c504e4b0c2784da5fd83,"Jason Chidgey, Landlord, Hid Friend's Dead Body In Bar To Avoid Missing Weekend Business",CRIME,"According to court officials, Chidgey's efforts to conceal Howells' death and keep the pub open went beyond hiding his remains",,2012-10-30
https://www.huffingtonpost.com/entry/andrew-messinas-parents-swat-team-kill-teen-atlanta_us_5ba2babde4b0c2784da52284,Andrew Messina's Parents Talk About SWAT Team Killing Teen In Atlanta Suburb,CRIME,"""They brought an army to take out a 16-year-old boy. To kill a 16-year-old boy,"" said Nick Messina, the boy's dad, in an",Michael McLaughlin,2012-10-28
https://www.huffingtonpost.com/entry/jonathan-holt-child-pornography-whitney-heichel_us_5ba2bcfde4b0c2784da54db7,"Jonathan Holt, Whitney Heichel's Murder Suspect, Confessed To Having Child Porn: Police",CRIME,"Police told ABC News that Jonathan Holt, 24, who's accused of sexually assaulting and shooting 21-year-old Whitney Heichel",,2012-10-28
https://www.huffingtonpost.com/entry/why-hasnt-lance-armstrong_us_5ba2b1c7e4b0c2784da46c08,Why Hasn't Lance Armstrong Been Prosecuted?,CRIME,"He has escaped one major pitfall -- he has not been criminally charged for obviously prosecutable crimes in what anti-doping officials have called ""the most sophisticated doping program in history.""","Bennett L. Gershman, Contributor
Professor of Law, Elizabeth Haub Law School, Pace University",2012-10-27
https://www.huffingtonpost.com/entry/michael-bennett-gardner-harsh-sentence-marijuana_us_5ba2ba18e4b0c2784da51988,Michael Bennett Gardner Demands Harsher Sentence As Recognition For Marijuana Grow Op,CRIME,The court rejected the appeal. A man sentenced to 13 years in prison for growing one of the largest marijuana crops in Australia,,2012-10-27
https://www.huffingtonpost.com/entry/radcliffe-haughton-brookfield-square-mall-shooting-azana-spa_us_5ba2af89e4b0c2784da44990,Radcliffe Haughton: Brookfield Square Mall Shooting Suspect Identified [UPDATED],CRIME,"WTMJ describes Haughton as a 6-foot-1-inch tall, 270 pound African-American man with a bald head and brown eyes. During a",,2012-10-21
https://www.huffingtonpost.com/entry/brookfield-square-mall-shooting_us_5ba2c6c0e4b0c2784da62522,Brookfield Square Mall Shooting: Incident Reported Near Wisconsin Mall,CRIME,Milwaukee County Sheriff's deputies released this photo of Haughton. More from the AP: The AP also reports that President,Andy Campbell,2012-10-21
https://www.huffingtonpost.com/entry/quee-chadwicks-body-identified_us_5ba2aca4e4b0c2784da4197b,Quee Chadwick's Body Positively Identified After Being Found In San Diego County Dumpster,CRIME,"For background on the story, view the report by KABC-TV featured above. Another source threw water on that alibi, telling",David Moye,2012-10-20
https://www.huffingtonpost.com/entry/oklahoma-girl-shoots-home-intruder_us_5ba2b28be4b0c2784da48779,"Oklahoma Girl Shoots Home Intruder: 12-Year-Old Uses Family's Gun To Protect Self, Home",CRIME,"Police say the Calera 12-year-old used the family's gun to shoot and injure an alleged home invader on Wednesday, KFOR reports",,2012-10-20
https://www.huffingtonpost.com/entry/juvenile-life-sentence_us_5ba2beabe4b0c2784da56b07,Reconsidering Life Sentences for Juveniles Who Kill,CRIME,"Most adolescents understand intellectually that to kill another human being is wrong. That is precisely why we condemn it and punish those who commit it. But because of the lesser culpability or blameworthiness of young offenders, the punishment should not be as harsh as it is for adults.","Tamar Birckhead, Contributor
Associate professor of law at the University of North Carolina...",2012-10-20
https://www.huffingtonpost.com/entry/peter-chadwick-executive-murder-wife-quee_us_5ba2b933e4b0c2784da502e2,"Peter Chadwick, California Executive, Arrested On Suspicion Of Murdering Wife, Quee",CRIME,"A California businessman is in custody on suspicion of murdering his wife, who has been missing since Wednesday. The couple",,2012-10-14
https://www.huffingtonpost.com/entry/desperate-housewives-the_us_5ba2a844e4b0c2784da3e28a,Desperate Housewives: The Kennebunk Episode,CRIME,Anyone who's had the good fortune to spend a few days in this part of America's idyllic Northeastern coastline would likely acknowledge this as a pretty accurate description -- except they left out the bit about the Zumba-workout-gym-turned-prostitution-ring.,"Robert Weiss LCSW, CSAT-S, Contributor
Robert Weiss LCSW, CSAT-S",2012-10-13
https://www.huffingtonpost.com/entry/casey-anthony-sued-for-3-billion-naomi-riches-threatened-to-kill-her_us_5ba2b2c9e4b0c2784da48d96,Casey Anthony Sued For $3 Billion: Naomi Riches Claims 'Tot Mom' Threatened To Kill Her: Report,CRIME,"The lawsuit, acquired by RadarOnline.com and dubbed the ""craziest lawsuit ever"" by gossip columnist Perez Hilton, reads: On",,2012-10-13
https://www.huffingtonpost.com/entry/princeton-harlan-teen-high-school-football-players-rape-girl_us_5ba2b4c2e4b0c2784da4c4e2,"Princeton Harlan, 2 Other Teen Football Players Accused Of Raping Of 12-Year-Old Girl In Tennessee",CRIME,"Princeton Harlan, 18, star quarterback at Mt. Pleasant High School in Maury County, was arrested on Wednesday morning. The",,2012-10-13
https://www.huffingtonpost.com/entry/justin-kowalczik-17-month-old-buried-long-island_us_5ba2be25e4b0c2784da55e4d,"Justin Kowalczik, 17-Month-Old, Found Dead, Buried In Long Island Backyard; Robert Rodriguez Eyed",CRIME,An infant was found dead and buried in a Long Island backyard -- and his parents never reported him missing. Neighbors reportedly,Andy Campbell,2012-10-07
https://www.huffingtonpost.com/entry/rickey-carr-counterfeiting-scam_us_5ba2bbdae4b0c2784da536a8,"Rickey Carr, Dallas Man, Accused Of Counterfeiting Scam To Steal $100,000 From Seniors (VIDEO)",CRIME,"Carr is charged with theft by deception, a felony. Rickey Carr, 53, was arrested on Tuesday for allegedly convincing several",,2012-10-06
https://www.huffingtonpost.com/entry/victor-joseph-espinoza-425-pound-gang-member-kidnap_us_5ba2c716e4b0c2784da63333,"Victor Joseph Espinoza, 425-Pound Gang Member, Allegedly Tried To Kidnap Boy: Police (VIDEO, PHOTO)",CRIME,"KCAL reported that the abduction attempt happened in a well-lit park with many parents and soccer players around, and that",Andres Jauregui,2012-10-06
https://www.huffingtonpost.com/entry/christopher-hunt-missouri-sheriff-deputy-prison-meth-burglary-assault_us_5ba2c71de4b0c2784da63518,"Christopher Hunt, Missouri Sheriff Deputy, Gets 5 Years In Prison For Burglary, Assault",CRIME,"In February 2009, Hunt and other officers assigned to the county's drug task force assisted in the arrest of Phillip Alberternst",Andres Jauregui,2012-10-06
https://www.huffingtonpost.com/entry/murderabilia-andy-kahan_us_5ba2c82de4b0c2784da64ecd,"Murderabilia Has Andy Kahan, Victim Advocate, Up In Arms",CRIME,"Hey, want to buy a serial killer's foot scrapings? Nevertheless, Kahan said he hopes these laws help curb another burgeoning",Hilary Hanson,2012-10-06
https://www.huffingtonpost.com/entry/james-pepe-florida-high-school-teacher-arrested-murder-for-hire_us_5ba2ab44e4b0c2784da405b5,"James Pepe, Florida High School Teacher, Arrested In Murder-For-Hire Scheme Against Rival Teacher",CRIME,"“What do you want done with Bob Meredith?” the friend asked. 'I want him killed,” the man, who prosecutors say is Pepe, replied",,2012-09-30
https://www.huffingtonpost.com/entry/speed-freak-killer-wesley-shermantine_us_5ba2b703e4b0c2784da4e7eb,'Speed Freak Killer' Wesley Shermantine Divulges Information About Murder Victims In California,CRIME,"Also in February, investigators recovered three more sets of remains tied to Shermantine from an abandoned well near a former","Reuters, Reuters",2012-09-30
https://www.huffingtonpost.com/entry/antonio-barbeau-antonio-barbeau-barbara-olson-murder-grandmother-pizza_us_5ba2bcdee4b0c2784da54971,"Antonio Barbeau, Nathan Paape Murder Great-Grandmother, Get Pizza: Cops",CRIME,"The two boys took jewelry, loose change and a purse from Olson's home, then stole her car and drove it to get pizza, the",,2012-09-30
